department_name,rank,product_name,product_link,product_image_link,product_reviews_link,product_ratings,product_ratings_count,product_price
Health & Personal Care,100.,Smackfat Ketone Strips - Perfect for...,https://www.amazon.com/Smackfat-Ketone-Strips-Measurement-Adaptation/dp/B00SODYZQK/ref=zg_bs_hpc_100,https://images-na.ssl-images-amazon.com/images/I/51Un7-LoXmL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00SODYZQK/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.6 out of 5 stars,1859,$10.95
Home & Kitchen,1.,Instant Pot IP-DUO60 7-in-1 Multi-Fun...,https://www.amazon.com/Instant-Pot-IP-DUO60-Multi-Functional-Pressure/dp/B00FLYWNYQ/ref=zg_bs_home-garden_1,https://images-na.ssl-images-amazon.com/images/I/51NyTEpnorL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00FLYWNYQ/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.7 out of 5 stars,14850,$99.00
Home & Kitchen,2.,Lasko 754200 Ceramic Heater with Adju...,https://www.amazon.com/Lasko-754200-Ceramic-Adjustable-Thermostat/dp/B000TKDQ5C/ref=zg_bs_home-garden_2,https://images-na.ssl-images-amazon.com/images/I/617OHfYSDVL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B000TKDQ5C/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.1 out of 5 stars,10922,$24.00
Home & Kitchen,3.,Brita Replacement Water Filter for Pi...,https://www.amazon.com/Brita-Replacement-Water-Filter-Pitchers/dp/B00004SU18/ref=zg_bs_home-garden_3,https://images-na.ssl-images-amazon.com/images/I/41ADstK9emL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00004SU18/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.5 out of 5 stars,5386,$14.88
Home & Kitchen,4.,Mellanni Bed Sheet Set - Brushed Micr...,https://www.amazon.com/Mellanni-Bed-Sheet-Set-Hypoallergenic/dp/B00NLLUMOE/ref=zg_bs_home-garden_4,https://images-na.ssl-images-amazon.com/images/I/41inZomaWnL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00NLLUMOE/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.5 out of 5 stars,17525,$21.00
Home & Kitchen,5.,Ultrasonic Cool Mist Humidifier - Pre...,https://www.amazon.com/Ultrasonic-Cool-Mist-Humidifier-Whisper-quiet/dp/B013IJPTFK/ref=zg_bs_home-garden_5,https://images-na.ssl-images-amazon.com/images/I/413CTyRM-rL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B013IJPTFK/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.4 out of 5 stars,4242,$49.99
Home & Kitchen,6.,AcuRite 00613 Indoor Humidity Monitor,https://www.amazon.com/AcuRite-00613-Indoor-Humidity-Monitor/dp/B0013BKDO8/ref=zg_bs_home-garden_6,https://images-na.ssl-images-amazon.com/images/I/51enRFUnxXL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B0013BKDO8/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.2 out of 5 stars,11644,$9.10
Home & Kitchen,7.,Keurig K55 Single Serve Programmable...,https://www.amazon.com/Keurig-K55-Single-Programmable-Coffee/dp/B018UQ5AMS/ref=zg_bs_home-garden_7,https://images-na.ssl-images-amazon.com/images/I/417MSOQUVWL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B018UQ5AMS/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,5269,$86.29
Home & Kitchen,8.,Etekcity Digital Multifunction Food K...,https://www.amazon.com/Etekcity-Multifunction-Stainless-Batteries-Included/dp/B0113UZJE2/ref=zg_bs_home-garden_8,https://images-na.ssl-images-amazon.com/images/I/41IJeXH3-gL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B0113UZJE2/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,2426,$13.99
Home & Kitchen,9.,Conair Battery Operated Fabric Defuzz...,https://www.amazon.com/Conair-Battery-Operated-Fabric-Defuzzer/dp/B008I25368/ref=zg_bs_home-garden_9,https://images-na.ssl-images-amazon.com/images/I/41QoDqg1osL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B008I25368/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,3056,$12.54
Home & Kitchen,10.,Instant Pot IP-DUO80 7-in-1 Programma...,https://www.amazon.com/Instant-Pot-IP-DUO80-Programmable-Electric/dp/B01B1VC13K/ref=zg_bs_home-garden_10,https://images-na.ssl-images-amazon.com/images/I/51H5N8OmqBL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B01B1VC13K/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.7 out of 5 stars,14850,$129.95
Home & Kitchen,11.,Garelick 89421 21-Foot Aluminum Snow...,https://www.amazon.com/Garelick-89421-21-Foot-Aluminum-24-Inch/dp/B0000BYCD5/ref=zg_bs_home-garden_11,https://images-na.ssl-images-amazon.com/images/I/41yigFKW8UL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B0000BYCD5/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.5 out of 5 stars,1120,$41.95
Home & Kitchen,12.,BLACK + DECKER CHV1410L 16V Cordless...,https://www.amazon.com/BLACK-DECKER-CHV1410L-Cordless-Lithium/dp/B006LXOJC0/ref=zg_bs_home-garden_12,https://images-na.ssl-images-amazon.com/images/I/41kVO1HjrgL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B006LXOJC0/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,9840,$56.27
Home & Kitchen,13.,LIFT Certified BPA-Free Reusable Micr...,https://www.amazon.com/LIFT-Certified-BPA-Free-Microwavable-Containers/dp/B0128YT76S/ref=zg_bs_home-garden_13,https://images-na.ssl-images-amazon.com/images/I/51NvM4%2BMSxL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B0128YT76S/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.4 out of 5 stars,2945,$10.97
Home & Kitchen,14.,Honeywell HAC-504AW Humidifier Replac...,https://www.amazon.com/Honeywell-HAC-504AW-Humidifier-Replacement-Filter/dp/B000RDAORO/ref=zg_bs_home-garden_14,https://images-na.ssl-images-amazon.com/images/I/51Fn4iqb-PL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B000RDAORO/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,3.7 out of 5 stars,1515,$8.47
Home & Kitchen,15.,Brita 10 Cup Everyday BPA Free Water...,https://www.amazon.com/Brita-Everyday-Water-Pitcher-Filter/dp/B01FXN3E74/ref=zg_bs_home-garden_15,https://images-na.ssl-images-amazon.com/images/I/41jvg-hQK1L._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B01FXN3E74/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.4 out of 5 stars,3875,$19.99
Home & Kitchen,16.,Onepure Aromatherapy Essential Oils G...,https://www.amazon.com/Onepure-Aromatherapy-Therapeutic-Eucalyptus-Lemongrass/dp/B01CXPSS30/ref=zg_bs_home-garden_16,https://images-na.ssl-images-amazon.com/images/I/51sSjmwawcL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B01CXPSS30/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,107,$15.95
Home & Kitchen,17.,KRUPS F203 Electric Spice and Coffee...,https://www.amazon.com/KRUPS-Electric-Grinder-Stainless-3-Ounce/dp/B00004SPEU/ref=zg_bs_home-garden_17,https://images-na.ssl-images-amazon.com/images/I/41NQRigTUdL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00004SPEU/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,9573,$19.99
Home & Kitchen,18.,Spiralizer 5-Blade Vegetable Slicer...,https://www.amazon.com/Spiralizer-Vegetable-Strongest-Heaviest-Gluten-Free/dp/B00GRIR87M/ref=zg_bs_home-garden_18,https://images-na.ssl-images-amazon.com/images/I/51XSXTqEJ2L._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00GRIR87M/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.7 out of 5 stars,7062,$29.99
Home & Kitchen,19.,URPOWER 2nd Version Essential Oil Dif...,https://www.amazon.com/URPOWER-Essential-Humidifier-Adjustable-Waterless/dp/B00Y2CQRZY/ref=zg_bs_home-garden_19,https://images-na.ssl-images-amazon.com/images/I/31GwYHJauNL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00Y2CQRZY/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.6 out of 5 stars,7419,$21.95
Home & Kitchen,20.,Hoover FloorMate Deluxe Hard Floor Cl...,https://www.amazon.com/Hoover-FloorMate-Deluxe-Cleaner-FH40160PC/dp/B00CM220CK/ref=zg_bs_home-garden_20,https://images-na.ssl-images-amazon.com/images/I/31ho56bgjvL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00CM220CK/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.0 out of 5 stars,3092,NA
Home & Kitchen,21.,Lasko 751320 Ceramic Tower Heater wit...,https://www.amazon.com/Lasko-751320-Ceramic-Heater-Control/dp/B000TTSXNI/ref=zg_bs_home-garden_21,https://images-na.ssl-images-amazon.com/images/I/41BNy5M4u-L._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B000TTSXNI/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.2 out of 5 stars,3073,$49.99
Home & Kitchen,22.,RTIC 30 oz. Tumbler,https://www.amazon.com/RTIC-RTIC30-30-oz-Tumbler/dp/B019D9HESO/ref=zg_bs_home-garden_22,https://images-na.ssl-images-amazon.com/images/I/41prDmVD-sL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B019D9HESO/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.6 out of 5 stars,10862,$15.00
Home & Kitchen,23.,BISSELL 9595A Vacuum with OnePass - C...,https://www.amazon.com/BISSELL-9595A-Vacuum-OnePass-Corded/dp/B00AZBIZTW/ref=zg_bs_home-garden_23,https://images-na.ssl-images-amazon.com/images/I/312SEZ%2BYUaL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00AZBIZTW/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,8314,$80.84
Home & Kitchen,24.,Honeywell HCM350W Germ Free Cool Mist...,https://www.amazon.com/Honeywell-HCM350W-Germ-Humidifier-White/dp/B002QAYJPO/ref=zg_bs_home-garden_24,https://images-na.ssl-images-amazon.com/images/I/31do7c24QVL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B002QAYJPO/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,3.8 out of 5 stars,2900,$69.99
Home & Kitchen,25.,Hamilton Beach 70740 8-Cup Food Proce...,https://www.amazon.com/Hamilton-Beach-70740-8-Cup-Processor/dp/B00755KNCS/ref=zg_bs_home-garden_25,https://images-na.ssl-images-amazon.com/images/I/41QFraD07SL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00755KNCS/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,2703,$21.59
Home & Kitchen,26.,Lodge L8SK3 Cast Iron Skillet Pre-Se...,https://www.amazon.com/Lodge-L8SK3-Skillet-Pre-Seasoned-10-25-inch/dp/B00006JSUA/ref=zg_bs_home-garden_26,https://images-na.ssl-images-amazon.com/images/I/41DVKzF7zmL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00006JSUA/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.6 out of 5 stars,9864,$15.92
Home & Kitchen,27.,O-Cedar Easy Wring Spin Mop and Bucke...,https://www.amazon.com/Cedar-Easy-Wring-Bucket-System/dp/B00WSWGVZQ/ref=zg_bs_home-garden_27,https://images-na.ssl-images-amazon.com/images/I/41XHrutzYQL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00WSWGVZQ/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.4 out of 5 stars,3140,$33.99
Home & Kitchen,28.,ThermoPro TP50 Hygrometer Thermometer...,https://www.amazon.com/ThermoPro-Hygrometer-Thermometer-Humidity-Temperature/dp/B01H1R0K68/ref=zg_bs_home-garden_28,https://images-na.ssl-images-amazon.com/images/I/41vQApUPwML._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B01H1R0K68/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,822,$8.99
Home & Kitchen,29.,Freshware 15-Piece 3-Compartments Ben...,https://www.amazon.com/Freshware-15-Piece-3-Compartments-Bento-Lunch/dp/B01GH5KQLO/ref=zg_bs_home-garden_29,https://images-na.ssl-images-amazon.com/images/I/5105U0GlP9L._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B01GH5KQLO/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,3.7 out of 5 stars,548,$15.99
Home & Kitchen,30.,Honeywell HT-900 TurboForce Air Circu...,https://www.amazon.com/Honeywell-HT-900-TurboForce-Circulator-Black/dp/B001R1RXUG/ref=zg_bs_home-garden_30,https://images-na.ssl-images-amazon.com/images/I/51GtslQDt8L._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B001R1RXUG/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,10284,$13.99
Home & Kitchen,31.,Safe Paw Non-Toxic Ice Melter Pet Saf...,https://www.amazon.com/Safe-Paw-Non-Toxic-Melter-lbs/dp/B0002IJXDA/ref=zg_bs_home-garden_31,https://images-na.ssl-images-amazon.com/images/I/51FUK3i7i2L._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B0002IJXDA/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.0 out of 5 stars,740,$19.98
Home & Kitchen,32.,Camp Chef Sushezi Roller Kit - Sushi...,https://www.amazon.com/Camp-Chef-Sushezi-Roller-Kit/dp/B001P8J1GU/ref=zg_bs_home-garden_32,https://images-na.ssl-images-amazon.com/images/I/21xRk%2BLElIL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B001P8J1GU/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,3.9 out of 5 stars,1052,$16.99
Home & Kitchen,33.,InterDesign Mildew-Free PEVA 3 Gauge...,https://www.amazon.com/InterDesign-Mildew-Free-Gauge-Shower-Liner/dp/B00AYULYNS/ref=zg_bs_home-garden_33,https://images-na.ssl-images-amazon.com/images/I/41oOgrRyfVL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00AYULYNS/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,3.8 out of 5 stars,4809,$7.50
Home & Kitchen,34.,Advion Syngenta Cockroach Gel Bait 1...,https://www.amazon.com/Advion-Syngenta-Cockroach-Bait-Tubes/dp/B002Y2GNVM/ref=zg_bs_home-garden_34,https://images-na.ssl-images-amazon.com/images/I/41%2BooIWxStL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B002Y2GNVM/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.5 out of 5 stars,9427,$20.00
Home & Kitchen,35.,Queen Size SafeRest Premium Hypoaller...,https://www.amazon.com/SafeRest-Hypoallergenic-Waterproof-Mattress-Protector/dp/B003PWNH4Q/ref=zg_bs_home-garden_35,https://images-na.ssl-images-amazon.com/images/I/51PRnheTMAL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B003PWNH4Q/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.6 out of 5 stars,20063,$29.95
Home & Kitchen,36.,KitchenIQ 50009 Edge Grip 2 Stage Kni...,https://www.amazon.com/KitchenIQ-50009-Stage-Knife-Sharpener/dp/B001CQTLJM/ref=zg_bs_home-garden_36,https://images-na.ssl-images-amazon.com/images/I/41eOky%2BfoEL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B001CQTLJM/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.4 out of 5 stars,6659,$5.99
Home & Kitchen,37.,Poo-Pourri Before-You-Go Toilet Spray...,https://www.amazon.com/Poo-Pourri-Before-You-Go-Toilet-2-Ounce-Original/dp/B0108XRDJE/ref=zg_bs_home-garden_37,https://images-na.ssl-images-amazon.com/images/I/41h7Hfe3ZRL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B0108XRDJE/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.7 out of 5 stars,3730,$9.99
Home & Kitchen,38.,Lodge ASHH41 Silicone Hot Handle Hold...,https://www.amazon.com/Lodge-ASHH41-Silicone-Handle-Holder/dp/B004QM8W5S/ref=zg_bs_home-garden_38,https://images-na.ssl-images-amazon.com/images/I/31ERi4pbslL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B004QM8W5S/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.1 out of 5 stars,4295,$3.09
Home & Kitchen,39.,Instant Pot Tempered Glass Lid for El...,https://www.amazon.com/Instant-Pot-Tempered-Electric-Stainless/dp/B008FUJ2LK/ref=zg_bs_home-garden_39,https://images-na.ssl-images-amazon.com/images/I/41-SZmt1KpL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B008FUJ2LK/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.6 out of 5 stars,919,$16.95
Home & Kitchen,40.,Rubbermaid Easy Find Lids Food Storag...,https://www.amazon.com/Rubbermaid-Storage-Container-42-piece-1880801/dp/B00COK3FD8/ref=zg_bs_home-garden_40,https://images-na.ssl-images-amazon.com/images/I/51UiNsrVRhL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00COK3FD8/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.6 out of 5 stars,9291,$21.95
Home & Kitchen,41.,Ozeri Pronto Digital Multifunction Ki...,https://www.amazon.com/Ozeri-Digital-Multifunction-Kitchen-Elegant/dp/B004164SRA/ref=zg_bs_home-garden_41,https://images-na.ssl-images-amazon.com/images/I/51f6pQ3tvbL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B004164SRA/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.6 out of 5 stars,10495,$14.95
Home & Kitchen,42.,Ultrasonic Cool Mist Humidifier Anyp...,https://www.amazon.com/Ultrasonic-Humidifier-Anypro-Anti-mold-Humidifiers/dp/B01H6Y46PW/ref=zg_bs_home-garden_42,https://images-na.ssl-images-amazon.com/images/I/41Emg-crrKL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B01H6Y46PW/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.5 out of 5 stars,679,$54.99
Home & Kitchen,43.,Nutri Ninja Pro (BL456),https://www.amazon.com/SharkNinja-BL456-Nutri-Ninja-Pro/dp/B00Y2U1QUM/ref=zg_bs_home-garden_43,https://images-na.ssl-images-amazon.com/images/I/41mAVTB22mL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00Y2U1QUM/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.5 out of 5 stars,2137,$59.99
Home & Kitchen,44.,OXO Good Grips Bottle Brush,https://www.amazon.com/OXO-Good-Grips-Bottle-Brush/dp/B00004OCLJ/ref=zg_bs_home-garden_44,https://images-na.ssl-images-amazon.com/images/I/319uBWcL6ML._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00004OCLJ/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.5 out of 5 stars,3917,$4.99
Home & Kitchen,45.,Aroma Housewares ARC-914SBD 8-Cup (Co...,https://www.amazon.com/Aroma-Housewares-ARC-914SBD-Cool-Touch-Stainless/dp/B007WQ9YNO/ref=zg_bs_home-garden_45,https://images-na.ssl-images-amazon.com/images/I/41juCzD8qWL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B007WQ9YNO/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.2 out of 5 stars,7551,$29.92
Home & Kitchen,46.,Everyday 12-Pack Replacement Charcoal...,https://www.amazon.com/Everyday-Replacement-Charcoal-Cuisinart-Machines/dp/B013H3UMEU/ref=zg_bs_home-garden_46,https://images-na.ssl-images-amazon.com/images/I/41%2BhA09jOXL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B013H3UMEU/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.7 out of 5 stars,1451,$9.00
Home & Kitchen,47.,Mohawk Home Memory Foam Bath Rug 17-...,https://www.amazon.com/Memory-Foam-Bath-Rug-Sage/dp/B00856XNMI/ref=zg_bs_home-garden_47,https://images-na.ssl-images-amazon.com/images/I/51r%2B1JBq%2BoL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00856XNMI/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,3.4 out of 5 stars,970,$3.79
Home & Kitchen,48.,Leachco Snoogle Total Body Pillow Ivory,https://www.amazon.com/Leachco-Snoogle-Total-Pillow-Ivory/dp/B0000635WI/ref=zg_bs_home-garden_48,https://images-na.ssl-images-amazon.com/images/I/31UNYz6S2xL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B0000635WI/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.3 out of 5 stars,6868,$48.25
Home & Kitchen,49.,Paderno World Cuisine A4982799 Tri-Bl...,https://www.amazon.com/Paderno-World-Cuisine-A4982799-Tri-Blade/dp/B0007Y9WHQ/ref=zg_bs_home-garden_49,https://images-na.ssl-images-amazon.com/images/I/51ozEgFtqdL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B0007Y9WHQ/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.4 out of 5 stars,8448,$22.99
Home & Kitchen,50.,Elf Stor Premium Green Christmas Tree...,https://www.amazon.com/Elf-Stor-Premium-Christmas-Bag/dp/B000W3S0CA/ref=zg_bs_home-garden_50,https://images-na.ssl-images-amazon.com/images/I/51-JJmVnvcL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B000W3S0CA/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.2 out of 5 stars,1700,$18.77
Home & Kitchen,51.,AmazonBasics Velvet Suit Hangers - 50...,https://www.amazon.com/AmazonBasics-Velvet-Suit-Hangers-Black/dp/B00FXNAAW2/ref=zg_bs_home-garden_51,https://images-na.ssl-images-amazon.com/images/I/311m-P5-79L._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00FXNAAW2/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.6 out of 5 stars,2605,$24.99
Home & Kitchen,52.,California Home Goods 3 Compartment B...,https://www.amazon.com/California-Home-Goods-Compartment-Containers/dp/B00WLCDT9O/ref=zg_bs_home-garden_52,https://images-na.ssl-images-amazon.com/images/I/513yXCN6hML._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00WLCDT9O/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,3.5 out of 5 stars,3296,$12.95
Home & Kitchen,53.,Ovente 1.5 Liter BPA Free Glass Cordl...,https://www.amazon.com/Ovente-Cordless-Electric-Kettle-KG83B/dp/B00DEPGY7G/ref=zg_bs_home-garden_53,https://images-na.ssl-images-amazon.com/images/I/51gWTFyag6L._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00DEPGY7G/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.1 out of 5 stars,3955,$19.99
Home & Kitchen,54.,Fit & Fresh Cool Coolers Slim Lunch I...,https://www.amazon.com/Fit-Fresh-Coolers-Lunch-Packs/dp/B003FO2B5U/ref=zg_bs_home-garden_54,https://images-na.ssl-images-amazon.com/images/I/51Y6q36xEhL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B003FO2B5U/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.4 out of 5 stars,3405,$7.97
Home & Kitchen,55.,Nordic Ware Natural Aluminum Commerci...,https://www.amazon.com/Nordic-Ware-Natural-Aluminum-Commercial/dp/B000G0KJG4/ref=zg_bs_home-garden_55,https://images-na.ssl-images-amazon.com/images/I/31kjzheUuPL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B000G0KJG4/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.6 out of 5 stars,4251,$10.24
Home & Kitchen,56.,Dirt Devil Vacuum Cleaner Simpli-Stik...,https://www.amazon.com/Dirt-Devil-Simpli-Stik-Lightweight-SD20000RED/dp/B002KCO96C/ref=zg_bs_home-garden_56,https://images-na.ssl-images-amazon.com/images/I/31s8tf4BTGL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B002KCO96C/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.1 out of 5 stars,10590,$19.96
Home & Kitchen,57.,ZYLISS Lock N' Lift Can Opener with L...,https://www.amazon.com/ZYLISS-Opener-Lifter-Magnet-White/dp/B000HK03HI/ref=zg_bs_home-garden_57,https://images-na.ssl-images-amazon.com/images/I/41AuQzeuOdL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B000HK03HI/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,4.4 out of 5 stars,3002,$15.36
Home & Kitchen,58.,OK to Wake! Alarm Clock & Night-Light,https://www.amazon.com/OK-Wake-Alarm-Clock-Night-Light/dp/B00EAHSBV4/ref=zg_bs_home-garden_58,https://images-na.ssl-images-amazon.com/images/I/313t01qTlzL._SL160_SL150_.jpg,https://www.amazon.com/product-reviews/B00EAHSBV4/ref=acr_zeitgeist_text?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1,3.9 out of 5 stars,2117,$21.99
